Flagged Accounts,Customer Name,TDLinx Code,Address,City,State,Zip,Premise,Channel,Sub-Channel,Owner,Banner
FALSE,Mariscos Camaron Pelado,1756797,1517 E El Monte Way,Dinuba,CA,93618,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Edwards Mansion,5247258,2064 Orange Tree Ln,Redlands,CA,92374,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Pacheco Club,5256886,602 Abrego St,Monterey,CA,93940,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Prima Cantina,5511000,15246 W Sunset Blvd,Pacific Palisades,CA,90272,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Papavlos Mediterranean Bistro,1776951,1320 Standiford Ave,Modesto,CA,95350,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Club Armona,5504473,14038 Front St,Armona,CA,93202,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Greg Norman Course,5508890,81405 Kingston Heath,La Quinta,CA,92253,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Benton Box,7108240,1101 16th St,Sacramento,CA,95814,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Cook St Helena,5258106,1310 Main St,Saint Helena,CA,94574,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Fire Bar & Grill,7592938,3401 Dale Rd Ste 654,Modesto,CA,95356,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Farm Cup Coffee,7923843,1115 W Sunset Blvd Apt 200,Los Angeles,CA,90012,On-Premise,Dining,Quick Service Restaurant,Independent,No Group Assignment
FALSE,Freeway Lanes,5252014,8265 E Dinuba Ave,Selma,CA,93662,On-Premise,Recreation,Billiard/Bowling/Arcade,Independent,No Group Assignment
FALSE,Shibumi,7440466,815 S Hill St,Los Angeles,CA,90014,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Silverado Resort Lounge,2206626,1600 Atlas Peak Rd,Napa,CA,94558,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Moose Lodge,5250164,4249 Peck Rd,El Monte,CA,91732,On-Premise,Recreation,Private Club,Independent,Moose Lodge
FALSE,Courtyard By Marriott,5218661,2633 Sepulveda Blvd,Torrance,CA,90505,On-Premise,Lodging,Full Service Lodging,Marriott International Inc,Courtyard By Marriott
FALSE,Acapulco Restaurant,5500189,2100 Lincoln Ave,Alameda,CA,94501,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Italo American Lodge,5252998,1351 W 18th St,Merced,CA,95340,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Dominics,5259418,427 S Gateway Dr,Madera,CA,93637,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Rail Sports Bar & Lounge,5237424,612 El Camino Real,San Carlos,CA,94070,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Eagles Lodge,5506072,1036 Lincoln Ave,San Jose,CA,95125,On-Premise,Recreation,Private Club,Independent,Eagles Lodge
FALSE,Black Sheep Brasserie,7438860,1202 Lincoln Ave Ste 30,San Jose,CA,95125,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Famous Daves,1605558,13122 Jamboree Rd,Irvine,CA,92602,On-Premise,Dining,Casual Dining,BBQ Holdings Inc,Famous Daves
FALSE,Rubens Mariscos & Mexican Grill,2461231,20779 Bear Valley Rd Ste A,Apple Valley,CA,92308,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Hampton Inn & Suites,3720909,1700 Harbor Bay Pkwy,Alameda,CA,94502,On-Premise,Lodging,Full Service Lodging,Independent,Hampton Inn & Suites
FALSE,American Bites Restaurant & Bar,5256245,478 Green St,San Francisco,CA,94133,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Sammys Woodfired Pizza & Grill,2239807,121 S Las Posas Rd,San Marcos,CA,92078,On-Premise,Dining,Casual Dining,Ladeki Restaurant Group,Sammys Woodfired Pizza & Grill
FALSE,Kirin Restaurant,5511228,1767 Solano Ave,Berkeley,CA,94707,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Hidden Beaches River Resort,5509452,6951 6th Ave,Blythe,CA,92225,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Monte Cristo Club,5257000,136 Missouri St,San Francisco,CA,94107,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Tangata,1638346,2002 N Main St,Santa Ana,CA,92706,On-Premise,Dining,Fast Casual,Delaware North Companies,No Group Assignment
FALSE,Luna Rossa,2226064,2449 Park Ave,Tustin,CA,92782,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Squeeze In,7612303,15855 Soquel Canyon Pkwy 140,Chino Hills,CA,91709,On-Premise,Dining,Casual Dining,Independent,Squeeze In
FALSE,Elks Lodge,5241613,400 W Colorado Blvd,Pasadena,CA,91105,On-Premise,Recreation,Private Club,Independent,Elks Lodge
FALSE,Hillcrest Restaurant &Taphouse,1832821,2709 Hillcrest Ave,Antioch,CA,94531,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Triada Palm Springs,7346091,640 N Indian Canyon Dr,Palm Springs,CA,92262,On-Premise,Lodging,Full Service Lodging,Pacifica Host Inc,No Group Assignment
FALSE,Lilys Bar & Night Club,5256254,2021 Alum Rock Ave,San Jose,CA,95116,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Mi Sinaloa Restaurant,7499961,1162 W Tennyson Rd,Hayward,CA,94544,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Cheesewalla,7689998,5 E Citrus Ave Ste 106,Redlands,CA,92373,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Raffis Catering & Banquet,2336538,3887 E Sierra Madre Blvd,Pasadena,CA,91107,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Maxwell Inn,5217935,81 Oak St,Maxwell,CA,95955,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Taqueria Jalisco,1980312,330 16th St,Sacramento,CA,95814,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Truxtons American Bistro,7241043,1329 Santa Monica Blvd,Santa Monica,CA,90404,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Kitchen Story,5517576,5422 College Ave,Oakland,CA,94618,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Spumoni Trattoria & Pizzeria,5510176,1101 Aviation Blvd,Hermosa Beach,CA,90254,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Hotel Ynez,3130362,2644 Mission Dr,Solvang,CA,93463,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Gyu Kaku Japanese BBQ,5232298,231 Arizona Ave,Santa Monica,CA,90401,On-Premise,Dining,Casual Dining,Reins International Inc,Gyu Kaku Japanese BBQ
FALSE,Fig & Olive,5504553,151 Newport Center Dr,Newport Beach,CA,92660,On-Premise,Dining,Fine Dining,Fig & Olive Restaurants,Fig & Olive
FALSE,American Legion,5242528,232 Broadway Ave,McCloud,CA,96057,On-Premise,Recreation,Private Club,Independent,American Legion
FALSE,Rutabegorz,1757175,158 W Main St,Tustin,CA,92780,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Bistro Thirteen,5516104,4910 Verdugo Way Bldg 9 Ste M,Camarillo,CA,93012,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Rim Of The World,7695478,23459 Crest Forest Dr,Crestline,CA,92325,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Wangs In The Desert,5250280,424 S Indian Canyon Dr,Palm Springs,CA,92262,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Breakfast Republic,5222436,4465 Mission Blvd,San Diego,CA,92109,On-Premise,Dining,Casual Dining,Rise & Shine Restaurant Group,Breakfast Republic
FALSE,Teni East Kitchen,2061401,4015 Broadway,Oakland,CA,94611,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Johny Carinos,1991814,12036 Lakewood Blvd,Downey,CA,90242,On-Premise,Dining,Casual Dining,Breckenridge Group,Johny Carinos
FALSE,Otra Vez Mexican Kitchen,7068331,617 Laurel St,San Carlos,CA,94070,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Bidwell Park Golf Course,1635012,3199 Golf Course Rd,Chico,CA,95973,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Oishi Teri Sushi Bar,2587262,2704 Coffee Rd Ste D,Modesto,CA,95355,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Super Taco Mexican Restaurant,2225847,6200 Mack Rd Ste B,Sacramento,CA,95823,On-Premise,Dining,Casual Dining,Super Taco Inc,Super Taco Mexican Restaurant
FALSE,Santa Barbara Shellfish,1754866,230 Stearns Wharf,Santa Barbara,CA,93101,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Stans,1772700,280 Fairview Dr,Gridley,CA,95948,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Little Wine House,1927307,350 W Julian St Bldg 4,San Jose,CA,95110,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Nocciola,5226256,314 El Paseo Rd,Ojai,CA,93023,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Galileo Club,5245126,371 S 23rd St,Richmond,CA,94804,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Biplau Thai & Sushi Bar,3090742,2119 N Bellflower Blvd,Long Beach,CA,90815,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Stillwater Spirits & Sounds,5229182,24701 Del Prado,Dana Point,CA,92629,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,American Legion,5241679,15247 La Cruz Dr,Pacific Palisades,CA,90272,On-Premise,Recreation,Private Club,Independent,American Legion
FALSE,New Moon Restaurant,2247225,28281 Newhall Ranch Rd,Valencia,CA,91355,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Plumas Lake Golf & Country Club,5241031,1551 Country Club Rd,Olivehurst,CA,95961,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Orinda Theatre,2496413,4 Orinda Theatre Sq Ste 3308,Orinda,CA,94563,On-Premise,Recreation,Theater,Independent,No Group Assignment
FALSE,Squaw Vley Riding Club,5245348,500 Hwy 89,McCloud,CA,96057,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Reading Cinemas,2200073,5500 Grossmont Center Dr,La Mesa,CA,91942,On-Premise,Recreation,Theater,Reading International Inc,Reading Cinemas
FALSE,Sardine Lake Resort,5243858,990 Sardine Lake Rd,Sierra City,CA,96125,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Samurai,2587192,5007 Lone Tree Way,Antioch,CA,94531,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Hilton Garden Inn,7862279,2027 Rancho Valley Dr,Pomona,CA,91766,On-Premise,Lodging,Full Service Lodging,Aimbridge Hospitality,Hilton Garden Inn
FALSE,Tasty Thai,3743374,3020 Floyd Ave Ste 105,Modesto,CA,95355,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Sushi Katsu Ya,5521464,11680 Ventura Blvd,Studio City,CA,91604,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Cow Hollow Catering,7822727,3301 Lyon St,San Francisco,CA,94123,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Hilton Garden Inn,1997085,11481 Mission Vista Dr,Rancho Cucamonga,CA,91730,On-Premise,Lodging,Full Service Lodging,Tharaldson Property Management,Hilton Garden Inn
FALSE,Long Beach Unified Bar & Lounge,7804374,2222 E Anaheim St,Long Beach,CA,90804,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,India Oven Restaurant,7292777,6105 Sunrise Vista Dr,Citrus Heights,CA,95610,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Desert Shadows Inn,5221289,1533 N Chaparral Rd,Palm Springs,CA,92262,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Salsa & Smoke,5510131,1520 Garnet Ave,San Diego,CA,92109,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Cafe X2O,3731377,1 N Indian Hill Blvd Ste 103,Claremont,CA,91711,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Lucias Pizzeria,2493994,2016 Shattuck Ave,Berkeley,CA,94704,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Elks Lodge,5506992,6708 Wofford Heights Blvd,Wofford Heights,CA,93285,On-Premise,Recreation,Private Club,Independent,Elks Lodge
FALSE,Sorroccos Saloon,1756891,203 Main St,Sierra City,CA,96125,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Luna Restaurante,1605407,2118 Willow Pass Rd Ste 100B,Concord,CA,94520,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Residence Inn,7861939,79675 Hwy 111,La Quinta,CA,92253,On-Premise,Lodging,Full Service Lodging,Independent,Residence Inn
FALSE,El Charro Restaurant,5222143,3741 Verdugo Rd,Montrose,CA,91020,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,San Mateo County Exposition,3846943,2495 S Delaware St,San Mateo,CA,94403,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Natalee Thai,5249546,998 S Robertson Blvd,Los Angeles,CA,90035,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Tortilla Mia,5508854,2939 Carlsbad Blvd,Carlsbad,CA,92008,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Clearlake Keys Club,5504437,12980 Lakeland St,Clearlake Oaks,CA,95423,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Old Eucalyptus Schoolhouse,5236492,796 W Evan Hewes Hwy,El Centro,CA,92243,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Chi Chis Mexican Cantina,5500368,2502 San Diego Ave,San Diego,CA,92110,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Holiday Inn & Suites,5218767,1240 S Walnut St,Anaheim,CA,92802,On-Premise,Lodging,Full Service Lodging,Independent,Holiday Inn & Suites
FALSE,Trattoria Toscana,2234190,41789 Nicole Ln Ste B1,Temecula,CA,92591,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Tahoe Bowl,5260485,1030 Fremont Ave,South Lake Tahoe,CA,96150,On-Premise,Recreation,Billiard/Bowling/Arcade,Independent,No Group Assignment
FALSE,Veterans Of Foreign Wars,5238571,345 W Kentucky Ave,Woodland,CA,95695,On-Premise,Recreation,Private Club,Independent,Veterans Of Foreign Wars
FALSE,Charlies Pub & Grill,7484295,901 N China Lake Blvd,Ridgecrest,CA,93555,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Hazy Barbecue,5524483,200 Hartz Ave Ste E,Danville,CA,94526,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Brio Tuscany Grill,5232378,24050 Camino Del Avion,Dana Point,CA,92629,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Chow,7925210,6000 Bollinger Canyon Rd,San Ramon,CA,94583,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Easy St Billiards,5506119,511 Tyler St,Monterey,CA,93940,On-Premise,Recreation,Billiard/Bowling/Arcade,Independent,No Group Assignment
FALSE,El Capricho Restaurant,2354089,827 E Main St,Santa Paula,CA,93060,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,PS Underground,7666043,1700 S Camino Real Ste 2,Palm Springs,CA,92264,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,O Toro Sushi & Shabu,1417943,2131 J St,Sacramento,CA,95816,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Crepevine,5515219,1310 Burlingame Ave,Burlingame,CA,94010,On-Premise,Dining,Casual Dining,Crepevine Restaurants,Crepevine
FALSE,Panamint Springs Resort,1938652,40440 Hwy 190,Darwin,CA,93522,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Buca Di Beppo,5229894,643 Emerson St,Palo Alto,CA,94301,On-Premise,Dining,Casual Dining,Earl Enterprises Inc,Buca Di Beppo
FALSE,Eagles Lodge,5506071,126 Camellia Way,Modesto,CA,95354,On-Premise,Recreation,Private Club,Independent,Eagles Lodge
FALSE,El Jardin,5222188,1581 S Mission Rd,Fallbrook,CA,92028,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Marios Marina,5238629,533 Machi Rd,Whitethorn,CA,95589,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Mrkt Space,7889959,782 N Coast Highway 101,Encinitas,CA,92024,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Fumi Sushi,5229821,2100 Standiford Ave Ste E9,Modesto,CA,95350,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Uncle Yus Restaurant,5224478,999 Oak Hill Rd,Lafayette,CA,94549,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Gallaghers Irish Pub,5501730,1604 4th St,Eureka,CA,95501,On-Premise,Bar/Nightclub,Irish Pub,Independent,No Group Assignment
FALSE,Whirlows,899443,1926 Pacific Ave,Stockton,CA,95204,On-Premise,Dining,Quick Service Restaurant,Independent,No Group Assignment
FALSE,Curious Cat,5234076,15325 Washington Ave,San Leandro,CA,94579,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Epic Events Center,5224288,12469 Foothill Blvd,Rancho Cucamonga,CA,91739,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Peking Wok,2051756,5256 S Mission Rd Ste 303,Bonsall,CA,92003,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Veterans Of Foreign Wars,5241540,1300 Forrest St,Folsom,CA,95630,On-Premise,Recreation,Private Club,Independent,Veterans Of Foreign Wars
FALSE,Street Restaurant,5256237,2141 Polk St,San Francisco,CA,94109,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Yongs Bar & Grill,5234356,4479 S Whiskey Slough Rd,Holt,CA,95234,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,The Backhouse,7489150,21058 Pacific Coast Hwy Ste 250,Huntington Beach,CA,92648,On-Premise,Dining,Casual Dining,Zao Brands,The Backhouse
FALSE,South,7393742,2005 11th St,Sacramento,CA,95818,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Wistaria Restaurant & Bar,5518407,44 N Baldwin Ave,Sierra Madre,CA,91024,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Costa Rica,5251358,2500 W Lincoln Ave Ste 4,Anaheim,CA,92801,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Arizona Cafe,5500914,809 Baker St,Bakersfield,CA,93305,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Elks Lodge,5242087,8108 Alondra Blvd,Paramount,CA,90723,On-Premise,Recreation,Private Club,Independent,Elks Lodge
FALSE,Bari Bar Bistro,5257031,388 Main St,Los Altos,CA,94022,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Oaklandish Coffee Collective,7901246,1 Airport Dr T1,Oakland,CA,94621,On-Premise,Other On-Premise,Coffee/Tea Shop,Independent,No Group Assignment
FALSE,Bueno Bueno,3918145,26762 Verdugo St Ste C,San Juan Capistrano,CA,92675,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Watermans Harbor,5223852,34661 Golden Lantern St,Dana Point,CA,92629,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Joshua Tree Restaurant & Bar,7589395,71809 29 Palms Hwy,Twentynine Palms,CA,92277,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Mi Casita,5232997,621 Center St,Taft,CA,93268,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Kern County Raceway,7211104,13500 Raceway Blvd,Bakersfield,CA,93311,On-Premise,Recreation,Stadium/Arena/Convention,Independent,No Group Assignment
FALSE,Five Fingers Pub,5233844,6537 Inyokern Rd,Inyokern,CA,93527,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Domenicos,5249266,236 W Huntington Dr,Monrovia,CA,91016,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Blue Palms Brewhouse,7603450,8440 Balboa Blvd Ste 101,Northridge,CA,91325,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Outerlands,3851969,4001 Judah St,San Francisco,CA,94122,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Elks Lodge,1914210,2126 Knoll Dr,Ventura,CA,93003,On-Premise,Recreation,Private Club,Independent,Elks Lodge
FALSE,Mikomi Sushi,3693970,601 S Myrtle Ave,Monrovia,CA,91016,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Azure Sky Hotel,7922950,1661 S Calle Palo Fierro,Palm Springs,CA,92264,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Johny Carinos,1753663,3401 Dale Rd Bldg C,Modesto,CA,95356,On-Premise,Dining,Casual Dining,Breckenridge Group,Johny Carinos
FALSE,Villas Mexican Grill,2118825,413 Livingston Cressey Rd,Livingston,CA,95334,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Courtyard By Marriott,7507134,600 Bair Island Rd,Redwood City,CA,94063,On-Premise,Lodging,Full Service Lodging,Marriott International Inc,Courtyard By Marriott
FALSE,Courtyard By Marriott,1709421,34905 Newark Blvd Ste 108,Newark,CA,94560,On-Premise,Lodging,Full Service Lodging,Remington Hotel Corporation,Courtyard By Marriott
FALSE,Broadway Studios,5245230,435 Broadway Fl 2,San Francisco,CA,94133,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Neue House,7932390,73 Market St,Venice,CA,90291,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Amber Music & Coctail Lounge,5516711,1517 Franklin St,Oakland,CA,94612,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Akira Bistro,5500117,499 San Ramon Valley Blvd,Danville,CA,94526,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Stacked Bar & Grill,7477575,1722 Draper St,Kingsburg,CA,93631,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Berkeley Social Club,5517658,2050 University Ave,Berkeley,CA,94704,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,CP Restaurant & Lounge,5222006,2800 W Coast Hwy,Newport Beach,CA,92663,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,My Thai,2467353,46520 Washington St Ste 3,La Quinta,CA,92253,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Del Norte Golf Course,5258378,130 Club Dr,Crescent City,CA,95531,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,University Club,5245713,3277 Miranda Ave,Palo Alto,CA,94304,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,San Mateo Prime,2486884,174 E 3rd Ave,San Mateo,CA,94401,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Trellis Restaurant,1605757,1077 El Camino Real,Menlo Park,CA,94025,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,The Dark Horse Inn,5508183,942 Geneva Ave,San Francisco,CA,94112,On-Premise,Dining,Quick Service Restaurant,Independent,No Group Assignment
FALSE,Sequoia Living Viamonte,7867638,2801 Shadelands Dr,Walnut Creek,CA,94598,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,White Water,2070145,6736 Moonstone Beach Dr,Cambria,CA,93428,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Claddagh Irish Restaurant & Pub,5238253,1300 1st St A,Gilroy,CA,95020,On-Premise,Bar/Nightclub,Irish Pub,Independent,No Group Assignment
FALSE,Dia Y Noche,5243424,1411 Locust St,Walnut Creek,CA,94596,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Hanaro,5243288,939 Geary St,San Francisco,CA,94109,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,El Rancho,5519271,8001 Mission Gorge Rd,Santee,CA,92071,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Rosen Music Studio,5518831,3488 W 8th St,Los Angeles,CA,90005,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Wurstkuche Restaurant,5233628,623 Lincoln Blvd,Venice,CA,90291,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Foray,5509965,5th Ave San Carlos St,Carmel by the Sea,CA,93921,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Professional Sports Catering,1915240,404 W Fremont St,Stockton,CA,95203,On-Premise,Caterer,Food Service,Compass Group,Professional Sports Catering
FALSE,The Hilltop Collection Banquet,5229202,670 Kendall Dr,San Bernardino,CA,92407,On-Premise,Caterer,Banquet hall,Independent,No Group Assignment
FALSE,Hyatt House,5524241,10044 Pacific Mesa Blvd,San Diego,CA,92121,On-Premise,Lodging,Full Service Lodging,RLJ Lodging Trust,Hyatt House
FALSE,Howards Grotto,5238050,14732 Lakeshore Dr,Clearlake,CA,95422,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Courtyard By Marriott,5219877,175 Railroad St,Santa Rosa,CA,95401,On-Premise,Lodging,Full Service Lodging,Pacifica Host Inc,Courtyard By Marriott
FALSE,La Casita Olvera,2210746,41 Auto Center Dr Ste 113,Foothill Ranch,CA,92610,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Cetrella,7412119,400 Main St Ste 100,Los Altos,CA,94022,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,University Of Antelope Valley,3688626,44055 Sierra Hwy,Lancaster,CA,93534,On-Premise,Other On-Premise,Institution,Independent,No Group Assignment
FALSE,Villa Taverna,5237142,27 Hotaling Pl,San Francisco,CA,94111,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Lorenzos Mexican Restaurant Rose,5512916,135 Sunrise Ave,Roseville,CA,95661,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Rincon Norteno Cafe,5507577,83011 Indio Blvd,Indio,CA,92201,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Velverie Cafe & Teahouse,5246402,9737 Santa Monica Blvd,Beverly Hills,CA,90210,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Kacha Thai Bistro,1942246,1665 Mt Diablo Blvd,Walnut Creek,CA,94596,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Boulder Oaks Golf Course,5240977,10333 Meadow Glen Way E,Escondido,CA,92026,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,Gatehouse Restaurant,5244277,2555 Main St,Saint Helena,CA,94574,On-Premise,Dining,Fine Dining,CIA Restaurant Group,No Group Assignment
